date,status,session_time,type,duration,rpe,session_load
2015-04-26,Full Training,7:00pm,[],60.0,6 Hard,360.0
2015-03-26,Modified Training,5:30am,"[Stretching, Pilates]",60.0,5,300.0
2015-03-26,Full Training,8:00am,[],60.0,7,420.0
2015-03-26,Full Training,7:30pm,[],75.0,4 Moderate,300.0
2015-03-26,Full Training,8:30am,[],100.0,6 Hard,600.0
2015-03-26,Full Training,4:30pm,[],70.0,6 Hard,420.0
2015-03-26,Full Training,6:30pm,[],120.0,7,840.0
2015-03-26,Full Training,7:00pm,[],110.0,7,770.0
2015-03-26,Full Training,7:30pm,[],80.0,5,400.0
2015-06-20,Rest day,,[],,,0.0
2015-06-20,Full Training,5:00pm,[],60.0,7,420.0
2015-06-20,Rest day,,[],,,0.0
2015-06-20,Full Training,6:30am,[],100.0,5,500.0
2015-06-20,Full Training,5:00pm,[],100.0,5,500.0
2015-06-20,Modified Training,6:30pm,[],75.0,5,375.0
2015-06-19,Full Training,9:30am,[],60.0,5,300.0
2015-06-19,Full Training,10:00am,[],75.0,7,525.0
2015-06-19,Rest day,,[],,,0.0
2015-06-19,Full Training,4:00pm,[],50.0,6 Hard,300.0
2015-06-19,Full Training,3:00pm,[],70.0,6 Hard,420.0
2015-06-18,Rest day,,[],,,0.0
2015-06-18,Modified Training,11:00am,[],60.0,7,420.0
2015-06-18,Full Training,9:00am,[],100.0,2 Light,200.0
2015-06-17,Full Training,8:00pm,[],60.0,8 Very Hard,480.0
2015-06-17,Full Training,6:30am,[],60.0,6 Hard,360.0
2015-06-17,Full Training,12:30pm,[X-training],20.0,4 Moderate,80.0
2015-06-17,Full Training,1:00pm,[X-training],45.0,4 Moderate,180.0
2015-06-17,Full Training,6:30pm,[],50.0,6 Hard,300.0
2015-06-17,Full Training,9:30pm,[],80.0,6 Hard,480.0
2015-06-16,Full Training,9:00am,[],60.0,2 Light,120.0
2015-06-16,Full Training,7:00am,[],70.0,7,490.0
2015-06-16,Full Training,9:00pm,[],60.0,6 Hard,360.0
2015-06-16,Full Training,9:00pm,[],100.0,8 Very Hard,800.0
2015-06-15,Full Training,7:30am,[],60.0,5,300.0
2015-06-15,Full Training,6:30am,[],75.0,8 Very Hard,600.0
2015-06-15,Full Training,4:30pm,[],70.0,6 Hard,420.0
2015-06-15,Full Training,5:00pm,[],60.0,6 Hard,360.0
2015-06-15,Full Training,6:30pm,[],75.0,4 Moderate,300.0
2015-06-15,Full Training,5:00pm,[],60.0,6 Hard,360.0
2015-06-15,Full Training,6:30pm,[],100.0,7,700.0
2015-06-15,Full Training,8:30pm,[],45.0,7,315.0
2015-06-14,Modified Training,5:30am,[],80.0,5,400.0
2015-06-14,Full Training,8:30am,[],70.0,7,490.0
2015-06-14,Full Training,8:30am,[],60.0,6 Hard,360.0
2015-06-14,Full Training,7:00pm,[],75.0,4 Moderate,300.0
2015-06-14,Full Training,7:00pm,[],60.0,7,420.0
2015-06-14,Full Training,7:00pm,[],90.0,8 Very Hard,720.0
2015-06-14,Full Training,9:30am,[],60.0,4 Moderate,240.0
2015-06-14,Full Training,7:30pm,[],60.0,8 Very Hard,480.0
2015-06-14,Modified Training,6:30pm,[],60.0,5,300.0
2015-06-13,Rest day,,[],,,0.0
2015-06-13,Full Training,5:30pm,[],75.0,3,225.0
2015-06-13,Full Training,7:00pm,[],90.0,7,630.0
2015-06-12,Full Training,10:00am,[],90.0,8 Very Hard,720.0
2015-06-12,Full Training,12:00pm,[],120.0,7,840.0
2015-06-12,Full Training,2:30pm,[],100.0,8 Very Hard,800.0
2015-06-12,Full Training,12:00pm,[],105.0,4 Moderate,420.0
2015-06-12,Rest day,,[],,,0.0
2015-06-11,Full Training,4:30pm,[],100.0,7,700.0
2015-06-11,Full Training,6:30am,[],120.0,4 Moderate,480.0
2015-06-11,Full Training,11:00am,[],20.0,2 Light,40.0
2015-06-11,Rest day,,[],,,0.0
2015-06-11,Full Training,4:00pm,[],120.0,7,840.0
2015-06-10,Full Training,6.00am,[],60.0,5,300.0
2015-06-10,Full Training,6.00am,[],80.0,7,560.0
2015-06-10,Full Training,6.00am,[],70.0,7,490.0
2015-06-10,Full Training,6:30am,[],100.0,8 Very Hard,800.0
2015-06-10,Full Training,8:30am,[],50.0,4 Moderate,200.0
2015-06-10,Full Training,6:30pm,[],90.0,8 Very Hard,720.0
2015-06-09,Full Training,7:30am,[],80.0,6 Hard,480.0
2015-06-09,Full Training,4:30pm,[],90.0,6 Hard,540.0
2015-06-09,Full Training,4:30pm,[],100.0,7,700.0
2015-06-09,Full Training,6:30pm,[],70.0,7,490.0
2015-06-09,Full Training,7:00pm,[],60.0,5,300.0
2015-06-08,Full Training,4:30pm,[],70.0,6 Hard,420.0
2015-06-08,Full Training,5:00pm,[],75.0,6 Hard,450.0
2015-06-08,Rest day,,[],,,0.0
2015-06-08,Full Training,6:30pm,[],90.0,4 Moderate,360.0
2015-06-08,Full Training,9:00pm,[],45.0,5,225.0
2015-06-07,Full Training,5:30am,[],85.0,7,595.0
2015-06-07,Full Training,8:30am,[],75.0,6 Hard,450.0
2015-06-07,Full Training,8:30am,[],60.0,5,300.0
2015-06-07,Full Training,4:30pm,[],75.0,8 Very Hard,600.0
2015-06-07,Full Training,4:30pm,[],90.0,7,630.0
2015-06-07,Full Training,6:30pm,[],110.0,4 Moderate,440.0
2015-06-07,Full Training,6:30pm,[],60.0,5,300.0
2015-06-07,Full Training,6:30pm,[],75.0,5,375.0
2015-06-07,Full Training,7:30pm,[],90.0,5,450.0
2015-06-07,Full Training,5:30am,[],90.0,6 Hard,540.0
2015-06-07,Full Training,6:30pm,[],90.0,7,630.0
2015-06-07,Full Training,7:30pm,[],90.0,4 Moderate,360.0
2015-06-06,Full Training,6.00am,[],60.0,5,300.0
2015-06-06,Full Training,5:30pm,[],60.0,6 Hard,360.0
2015-06-06,Full Training,7:00pm,[],60.0,5,300.0
2015-06-06,Rest day,,[],,,0.0
2015-06-06,Full Training,6:00pm,[],60.0,4 Moderate,240.0
2015-06-06,Full Training,5:30pm,[],75.0,3,225.0
2015-06-05,Full Training,10:00am,[],90.0,6 Hard,540.0
2015-06-05,Full Training,10:00am,[],70.0,8 Very Hard,560.0
2015-06-04,Full Training,7:00am,[],65.0,7,455.0
2015-06-04,Full Training,1:00pm,[],60.0,3,180.0
2015-06-04,Full Training,6:30pm,[],90.0,6 Hard,540.0
2015-06-04,Full Training,8:30pm,[],90.0,6 Hard,540.0
2015-06-04,Full Training,7:00am,[],85.0,7,595.0
2015-06-03,Full Training,6:00pm,[],60.0,5,300.0
2015-06-03,Full Training,7:30pm,[],70.0,6 Hard,420.0
2015-06-02,Full Training,5:30am,[],90.0,4 Moderate,360.0
2015-06-02,Full Training,6:30pm,[],90.0,6 Hard,540.0
2015-06-02,Full Training,7:30am,[],90.0,5,450.0
2016-02-22,Full Training,6.00am,[],60.0,6 Hard,360.0
2016-02-22,Full Training,6.00am,[],60.0,2 Light,120.0
2016-02-22,Full Training,5:00pm,[],70.0,6 Hard,420.0
2016-02-22,Full Training,6:30pm,[],90.0,5,450.0
2016-02-22,Full Training,6:30pm,[],90.0,5,450.0
2016-02-22,Full Training,9:00pm,[],40.0,5,200.0
2016-01-23,Sick,,[],,,0.0
2016-01-23,Full Training,8:00am,[],30.0,6 Hard,180.0
2016-01-23,Full Training,8:00am,[],50.0,6 Hard,300.0
2016-01-23,Full Training,4:30pm,[],70.0,6 Hard,420.0
2016-01-23,Full Training,6:30pm,[],90.0,4 Moderate,360.0
2016-01-23,Full Training,7:00pm,[],95.0,5,475.0
2016-01-23,Full Training,7:30pm,[],90.0,4 Moderate,360.0
2015-12-23,Rest day,,[],,,0.0
2015-12-23,Full Training,5:00pm,[],75.0,5,375.0
2015-12-23,Full Training,6:30pm,[],90.0,5,450.0
2015-11-23,Full Training,10:00am,[],60.0,5,300.0
2015-11-23,Full Training,10:00am,[],60.0,6 Hard,360.0
2015-10-23,Full Training,8:00am,[],60.0,6 Hard,360.0
2015-10-23,Full Training,1:00pm,[],60.0,7,420.0
2015-10-23,Full Training,6:30pm,[],60.0,6 Hard,360.0
2015-10-23,Full Training,4:00pm,[],90.0,6 Hard,540.0
2015-10-23,Full Training,9:30am,[],95.0,4 Moderate,380.0
2015-09-22,Full Training,6:30pm,[],60.0,6 Hard,360.0
2015-08-23,Modified Training,6.00am,[],70.0,7,490.0
2015-08-23,Modified Training,6.00am,[],,7,
2015-08-23,Modified Training,7:00am,[],60.0,4 Moderate,240.0
2015-08-23,Full Training,5:00pm,[],60.0,6 Hard,360.0
2015-08-23,Full Training,6:30pm,[],60.0,6 Hard,360.0
2015-08-23,Full Training,5:30am,[],90.0,5,450.0
2015-07-23,Rest day,,[],,,0.0
2015-07-23,Full Training,5:00pm,[],95.0,6 Hard,570.0
2015-07-23,Full Training,7:00pm,[],60.0,5,300.0
2015-07-23,Full Training,8:00pm,[],45.0,5,225.0
2015-06-23,Full Training,8:30am,[],60.0,7,420.0
2015-06-23,Full Training,6:30pm,[],120.0,6 Hard,720.0
2015-06-23,Full Training,4:30pm,[],90.0,8 Very Hard,720.0
2015-06-23,Full Training,4:30pm,[],90.0,9,810.0
2015-06-23,Full Training,6:30pm,[],90.0,4 Moderate,360.0
2015-06-23,Full Training,6:30pm,[],60.0,3,180.0
2015-06-23,Full Training,6:30pm,[],120.0,6 Hard,720.0
2015-05-23,Full Training,6.00am,[],60.0,6 Hard,360.0
2015-05-23,Full Training,5:00pm,[],75.0,5,375.0
2015-05-23,Rest day,,[],,,0.0
2015-05-23,Full Training,6:30pm,[],90.0,6 Hard,540.0
2015-04-25,Full Training,10:00am,[],60.0,8 Very Hard,480.0
2015-03-25,Full Training,4:00pm,[],60.0,7,420.0
2015-03-25,Full Training,7:00pm,[],60.0,8 Very Hard,480.0
2015-05-20,Rest day,,[],,,0.0
2015-05-20,Sick,,[],,,0.0
2015-05-20,Full Training,8:30pm,[],90.0,5,450.0
2015-05-19,Full Training,9:00pm,[],60.0,8 Very Hard,480.0
2015-05-19,Full Training,7:00pm,[],90.0,8 Very Hard,720.0
2015-05-19,Full Training,7:30pm,[],90.0,5,450.0
2015-05-18,Full Training,6.00am,[],60.0,7,420.0
2015-05-18,Full Training,5:00pm,[],60.0,5,300.0
2015-05-18,Full Training,5:00pm,[],60.0,4 Moderate,240.0
2015-05-18,Full Training,7:00pm,[],60.0,4 Moderate,240.0
2015-05-18,Full Training,7:30pm,[],75.0,5,375.0
2015-05-18,Full Training,9:00pm,[],45.0,6 Hard,270.0
2015-05-17,Full Training,5:00pm,[],75.0,6 Hard,450.0
2015-05-17,Full Training,7:30pm,[],90.0,7,630.0
2015-05-17,Full Training,6:30pm,[],90.0,5,450.0
2015-05-17,Full Training,7:30pm,[],90.0,5,450.0
2015-05-16,Full Training,6.00am,[],60.0,6 Hard,360.0
2015-05-16,Full Training,8:00am,[],90.0,3,270.0
2015-05-16,Rest day,,[],,,0.0
2015-05-15,Full Training,7:30am,[X-training],60.0,2 Light,120.0
2015-05-15,Full Training,8:30am,[Stretching],25.0,2 Light,50.0
2015-05-15,Full Training,1:00pm,[],90.0,7,630.0
2015-05-15,Full Training,1:30pm,[],60.0,7,420.0
2015-05-14,Full Training,4:30pm,[],90.0,7,630.0
2015-05-14,Full Training,7:00am,[],60.0,7,420.0
2015-05-13,Full Training,6.00am,[],60.0,4 Moderate,240.0
2015-05-13,Full Training,6:30am,[],60.0,6 Hard,360.0
2015-05-13,Full Training,8:30pm,[],90.0,7,630.0
2015-05-13,Full Training,6:00pm,[],90.0,6 Hard,540.0
2015-05-13,Full Training,8:30pm,[],60.0,9,540.0
2015-05-12,Full Training,5:30am,[],120.0,5,600.0
2015-05-12,Full Training,6:00pm,[],90.0,5,450.0
2015-05-12,Full Training,5:30am,[],90.0,8 Very Hard,720.0
2015-05-12,Full Training,5:30am,[],80.0,2 Light,160.0
2015-05-12,Full Training,7:30am,[],90.0,4 Moderate,360.0
2015-05-12,Full Training,4:00pm,[],70.0,8 Very Hard,560.0
2015-05-12,Full Training,6:30pm,[],90.0,7,630.0
2015-05-12,Full Training,5:00pm,[],75.0,6 Hard,450.0
2015-05-12,Full Training,6:30pm,[],60.0,3,180.0
2015-05-11,Modified Training,6.00am,[],60.0,4 Moderate,240.0
2015-05-11,Full Training,5:30am,[],90.0,4 Moderate,360.0
2015-05-11,Full Training,9:00am,[],50.0,6 Hard,300.0
2015-05-11,Other training,1:00pm,[Yoga],45.0,2 Light,90.0
2015-05-11,Full Training,6:00pm,[],120.0,5,600.0
2015-05-11,Full Training,5:00pm,[],90.0,8 Very Hard,720.0
2015-05-11,Full Training,7:00pm,[],60.0,5,300.0
2015-05-10,Full Training,4:30pm,[],60.0,7,420.0
2015-05-09,Full Training,5:30am,[],90.0,5,450.0
2015-05-09,Full Training,6:00pm,[],90.0,5,450.0
2015-05-09,Full Training,4:30pm,[],75.0,4 Moderate,300.0
2015-05-09,Full Training,5:00pm,[],75.0,6 Hard,450.0
2015-05-09,Full Training,6:00pm,[],30.0,8 Very Hard,240.0
2015-05-09,Full Training,7:00pm,[],60.0,5,300.0
2015-05-07,Full Training,7:00am,[],60.0,7,420.0
2015-05-07,Full Training,9:30am,[],90.0,6 Hard,540.0
2015-05-07,Full Training,1:00pm,[],60.0,7,420.0
2015-05-07,Full Training,7:00am,[],60.0,7,420.0
2015-05-06,Modified Training,6.00am,[X-training],60.0,3,180.0
2015-05-06,Full Training,8:30pm,[],40.0,5,200.0
2015-05-06,Full Training,6:30pm,[],60.0,6 Hard,360.0
2015-05-06,Full Training,6:30am,[],60.0,6 Hard,360.0
2015-05-06,Full Training,7:00pm,[],60.0,7,420.0
2015-05-06,Full Training,7:00pm,[],,7,
2015-05-05,Full Training,5:30am,[],90.0,6 Hard,540.0
2015-05-05,Full Training,5:00pm,[],75.0,6 Hard,450.0
2015-05-05,Full Training,4:30pm,[],70.0,8 Very Hard,560.0
2015-05-05,Full Training,6:00pm,[],75.0,4 Moderate,300.0
2015-05-05,Full Training,8:00pm,[],60.0,4 Moderate,240.0
2015-05-05,Full Training,6:30pm,[],60.0,6 Hard,360.0
2016-02-21,Full Training,6.00am,[],60.0,6 Hard,360.0
2016-02-21,Full Training,5:30am,[],70.0,4 Moderate,280.0
2016-02-21,Full Training,5:00pm,[],90.0,7,630.0
2016-02-21,Full Training,8:00am,[],60.0,7,420.0
2016-02-21,Full Training,7:00pm,[],45.0,5,225.0
2016-02-21,Full Training,6:00pm,[],120.0,5,600.0
2016-01-22,Full Training,5:30am,[],80.0,5,400.0
2016-01-22,Full Training,5:00pm,[],90.0,6 Hard,540.0
2016-01-22,Full Training,4:30pm,[],90.0,7,630.0
2016-01-22,Full Training,7:30pm,[],90.0,5,450.0
2016-01-22,Full Training,4:30pm,[],60.0,6 Hard,360.0
2016-01-22,Full Training,6:30pm,[],60.0,5,300.0
2016-01-22,Full Training,7:00pm,[],120.0,6 Hard,720.0
2015-12-22,Full Training,6.00am,[],60.0,6 Hard,360.0
2015-12-22,Full Training,5:30am,[],90.0,4 Moderate,360.0
2015-12-22,Full Training,4:30pm,[X-training],85.0,6 Hard,510.0
2015-12-22,Full Training,6:00pm,[],120.0,7,840.0
2015-10-22,Full Training,8:30am,[X-training],75.0,5,375.0
2015-10-22,Full Training,1:00pm,[],60.0,6 Hard,360.0
2015-10-22,Full Training,7:00am,[],65.0,6 Hard,390.0
2015-09-21,Full Training,6.00am,[],60.0,6 Hard,360.0
2015-09-21,Full Training,7:00pm,[],60.0,8 Very Hard,480.0
2015-09-21,Full Training,7:00am,[],70.0,6 Hard,420.0
2015-08-22,Full Training,5:30am,[],90.0,7,630.0
2015-08-22,Full Training,6:30pm,[],90.0,5,450.0
2015-07-22,Full Training,6.00am,[],60.0,5,300.0
2015-07-22,Full Training,7:00am,[],80.0,7,560.0
2015-07-22,Full Training,8:00am,[],90.0,5,450.0
2015-07-22,Full Training,5:00pm,[],90.0,6 Hard,540.0
2015-07-22,Full Training,7:00pm,[],45.0,6 Hard,270.0
2015-07-22,Full Training,7:30pm,[],60.0,4 Moderate,240.0
2015-07-22,Full Training,6:00pm,[],60.0,3,180.0
2015-07-22,Full Training,9:00pm,[],45.0,6 Hard,270.0
2015-06-22,Full Training,5:30am,[],90.0,6 Hard,540.0
2015-06-22,Full Training,5:30am,[],90.0,4 Moderate,360.0
2015-06-22,Full Training,5:00pm,[],90.0,6 Hard,540.0
2015-06-22,Full Training,7:30am,[],90.0,3,270.0
2015-06-22,Full Training,4:30pm,[],60.0,7,420.0
2015-05-22,Full Training,6.00am,[],60.0,4 Moderate,240.0
2015-05-22,Full Training,7:00am,[],90.0,7,630.0
2015-05-22,Full Training,7:00am,[],90.0,6 Hard,540.0
2015-05-22,Full Training,4:30pm,[X-training],120.0,6 Hard,720.0
2015-05-22,Full Training,6:00pm,[],120.0,5,600.0
2015-05-22,Full Training,7:30pm,[],120.0,7,840.0
2015-05-22,Full Training,7:30pm,[],,7,
2015-05-22,Full Training,7:30pm,[],,7,
2015-05-22,Full Training,5:00pm,[],90.0,5,450.0
2015-03-24,Modified Training,8:00am,[X-training],90.0,2 Light,180.0
2015-03-24,Full Training,9:00am,[],75.0,4 Moderate,300.0
2015-03-24,Full Training,7:00am,[],60.0,7,420.0
2015-04-22,Full Training,5:30am,[],90.0,4 Moderate,360.0
2015-04-22,Full Training,6.00am,[],80.0,6 Hard,480.0
2015-04-22,Full Training,8:00am,[],90.0,3,270.0
2015-04-22,Full Training,6:00pm,[],90.0,5,450.0
2015-04-21,Full Training,5:30am,[],75.0,4 Moderate,300.0
2015-04-21,Full Training,7:30am,[],75.0,4 Moderate,300.0
2015-04-21,Full Training,5:30am,[],90.0,7,630.0
2015-04-21,Full Training,5:00pm,[],120.0,4 Moderate,480.0
2015-04-20,Full Training,6.00am,[],90.0,7,630.0
2015-04-20,Full Training,10:00am,[],120.0,5,600.0
2015-04-20,Full Training,8:30am,[],75.0,7,525.0
2015-04-20,Full Training,4:00pm,[],60.0,6 Hard,360.0
2015-04-20,Full Training,6:00pm,[],65.0,4 Moderate,260.0
2015-04-20,Full Training,6:00pm,[],120.0,7,840.0
2015-04-20,Full Training,7:00pm,[],120.0,3,360.0
2015-04-20,Full Training,7:30pm,[],90.0,4 Moderate,360.0
2015-04-19,Modified Training,4:30pm,[X-training],90.0,4 Moderate,360.0
2015-04-19,Full Training,4:30pm,[],60.0,8 Very Hard,480.0
2015-04-19,Full Training,7:30pm,[],120.0,3,360.0
2015-04-19,Full Training,8:30pm,[],50.0,6 Hard,300.0
2015-04-19,Full Training,6:00pm,[],120.0,7,840.0
2015-04-18,Full Training,8:30am,[],70.0,7,490.0
2015-04-18,Full Training,6:30pm,[],90.0,5,450.0
2015-04-18,Full Training,7:00pm,[],70.0,8 Very Hard,560.0
2015-04-17,Modified Training,7:30am,[X-training],60.0,4 Moderate,240.0
2015-04-17,Full Training,4:00pm,[],90.0,6 Hard,540.0
2015-04-16,Sick,,[],,,0.0
2015-04-16,Full Training,7:00am,[],65.0,7,455.0
2015-04-16,Full Training,1:00pm,[],60.0,7,420.0
2015-04-16,Full Training,3:00pm,[],120.0,4 Moderate,480.0
2015-04-15,Full Training,6.00am,[],70.0,5,350.0
2015-04-15,Full Training,6.00am,[],70.0,5,350.0
2015-04-15,Sick,,[],,,0.0
2015-04-14,Sick,,[],,,0.0
2015-04-14,Full Training,1:30pm,[],150.0,7,1050.0
2015-04-14,Full Training,6:30pm,[],90.0,5,450.0
2015-04-14,Full Training,5:30am,[],90.0,7,630.0
2015-04-14,Full Training,1:30pm,[],150.0,7,1050.0
2015-04-13,Full Training,6.00am,[],80.0,7,560.0
2015-04-13,Full Training,8:30am,[],120.0,8 Very Hard,960.0
2015-04-13,Full Training,12:00pm,[],60.0,4 Moderate,240.0
2015-04-13,Full Training,7:00am,[],120.0,6 Hard,720.0
2015-04-12,Full Training,8:00am,[],120.0,6 Hard,720.0
2015-04-12,Full Training,8:00am,[],120.0,6 Hard,720.0
2015-04-12,Full Training,3:30pm,[],90.0,6 Hard,540.0
2015-04-12,Full Training,3:30pm,[],100.0,6 Hard,600.0
2015-04-12,Full Training,4:00pm,[X-training],30.0,2 Light,60.0
2015-04-12,Full Training,7:30am,[],90.0,4 Moderate,360.0
2015-04-12,Full Training,4:30pm,[],60.0,7,420.0
2015-04-11,Full Training,11:00am,[],90.0,6 Hard,540.0
2015-04-11,Full Training,11:00am,[],90.0,8 Very Hard,720.0
2015-04-11,Full Training,4:30pm,[],70.0,4 Moderate,280.0
2015-04-11,Full Training,6:00pm,[],120.0,6 Hard,720.0
2015-04-10,Full Training,3:30pm,[],90.0,7,630.0
2015-04-10,Full Training,3:30pm,[],60.0,5,300.0
2015-04-09,Full Training,7:30pm,[],90.0,8 Very Hard,720.0
2015-04-09,Full Training,12:30pm,[],60.0,6 Hard,360.0
2015-04-09,Full Training,7:00am,[],60.0,7,420.0
2015-04-09,Full Training,1:00pm,[],60.0,7,420.0
2015-04-09,Full Training,7:30pm,[],60.0,6 Hard,360.0
2015-04-08,Full Training,5:30am,[],80.0,4 Moderate,320.0
2015-04-08,Full Training,6:00pm,[],90.0,8 Very Hard,720.0
2015-04-07,Full Training,10:00am,[],90.0,4 Moderate,360.0
2015-04-07,Full Training,6:00pm,[],90.0,5,450.0
2015-04-07,Full Training,6:30pm,[],60.0,6 Hard,360.0
2015-04-06,Full Training,6.00am,[],80.0,6 Hard,480.0
2015-04-06,Full Training,9:00am,[],90.0,6 Hard,540.0
2015-04-06,Full Training,12:30pm,[],65.0,6 Hard,390.0
2015-04-06,Full Training,9:00am,[],120.0,8 Very Hard,960.0
2015-04-06,Full Training,7:00am,[],120.0,3,360.0
2015-04-05,Full Training,5:30am,[],90.0,7,630.0
2015-04-05,Full Training,8:30am,[],120.0,5,600.0
2015-04-05,Full Training,8:00am,[],120.0,5,600.0
2015-04-05,Full Training,3:30pm,[],120.0,6 Hard,720.0
2015-04-05,Full Training,3:00pm,[],120.0,5,600.0
2015-04-05,Full Training,6:00pm,"[Stretching, Pilates]",40.0,2 Light,80.0
2015-04-05,Full Training,4:00pm,[],65.0,7,455.0
2015-04-04,Full Training,6.00am,[],90.0,6 Hard,540.0
2015-04-04,Full Training,11:00am,[],90.0,6 Hard,540.0
2015-04-04,Modified Training,11:00am,[],100.0,7,700.0
2015-04-04,Modified Training,11:00am,[],,7,
2015-04-04,Full Training,4:30pm,[],60.0,6 Hard,360.0
2015-04-04,Full Training,6:00pm,[],100.0,6 Hard,600.0
2015-04-04,Full Training,7:30pm,[],90.0,6 Hard,540.0
2016-02-20,Full Training,9:00am,[],120.0,6 Hard,720.0
2016-02-20,Full Training,9:00am,[],,6 Hard,
2016-02-20,Full Training,9:00am,[],,6 Hard,
2016-02-20,Full Training,9:00am,[],120.0,6 Hard,720.0
2016-02-20,Full Training,9:30am,[],120.0,7,840.0
2016-02-20,Full Training,3:00pm,[],120.0,6 Hard,720.0
2016-02-20,Full Training,3:30pm,[],90.0,5,450.0
2016-02-20,Full Training,3:30pm,[],90.0,5,450.0
2016-02-20,Full Training,2:00pm,[],120.0,6 Hard,720.0
2016-01-21,Full Training,10:00am,[],120.0,8 Very Hard,960.0
2016-01-21,,,[],,,0.0
2016-01-21,Full Training,9:00am,[],120.0,6 Hard,720.0
2016-01-21,Full Training,9:00am,[],70.0,6 Hard,420.0
2016-01-21,Full Training,2:30pm,[],90.0,7,630.0
2016-01-21,Full Training,7:00am,[],65.0,7,455.0
2016-01-21,Full Training,3:30pm,[],120.0,5,600.0
2016-01-21,Full Training,3:30pm,[],120.0,7,840.0
2016-01-21,Full Training,3:30pm,[],,7,
2016-01-21,Full Training,4:00pm,[],120.0,6 Hard,720.0
2015-12-21,Full Training,6.00am,[],80.0,6 Hard,480.0
2015-12-21,Full Training,11:00am,[],90.0,6 Hard,540.0
2015-12-21,Full Training,11:00am,[],90.0,8 Very Hard,720.0
2015-12-21,Full Training,1:30pm,[],60.0,2 Light,120.0
2015-12-21,Full Training,1:30pm,[],60.0,3,180.0
2015-12-21,Full Training,6:00pm,[],90.0,7,630.0
2015-11-21,Full Training,1:30pm,[],120.0,7,840.0
2015-11-21,Full Training,6:30pm,[],90.0,5,450.0
2015-11-21,Full Training,5:30am,[],90.0,6 Hard,540.0
2015-10-21,Full Training,6.00am,[],60.0,6 Hard,360.0
2015-10-21,Full Training,8:00am,[],90.0,4 Moderate,360.0
2015-10-21,Full Training,9:00am,[],100.0,6 Hard,600.0
2015-10-21,Full Training,9:00am,[],120.0,8 Very Hard,960.0
2015-10-21,Full Training,6:00pm,[],110.0,5,550.0
2015-09-20,Full Training,8:00am,[],120.0,8 Very Hard,960.0
2015-09-20,Full Training,7:30am,[],120.0,6 Hard,720.0
2015-09-20,Full Training,4:30pm,[],60.0,8 Very Hard,480.0
2015-09-20,Full Training,6:30pm,[],90.0,5,450.0
2015-09-20,Full Training,3:30pm,[],120.0,4 Moderate,480.0
2015-09-20,Full Training,3:30pm,[],120.0,5,600.0
2015-09-20,Full Training,6:00pm,"[Yoga, Pilates]",60.0,3,180.0
2015-08-21,Full Training,6.00am,[],80.0,6 Hard,480.0
2015-08-21,Full Training,9:30am,[],120.0,6 Hard,720.0
2015-08-21,Modified Training,10:00am,[],105.0,7,735.0
2015-08-21,Full Training,3:30pm,[],60.0,6 Hard,360.0
2015-08-21,Full Training,3:00pm,[],90.0,7,630.0
2015-06-21,Other training,5:30pm,[X-training],60.0,2 Light,120.0
2015-05-21,Full Training,8:00am,[],90.0,5,450.0
2015-05-21,Full Training,8:00am,[],60.0,6 Hard,360.0
2015-03-22,Full Training,8:00am,[],60.0,6 Hard,360.0
2015-03-21,Full Training,1:00pm,[],60.0,4 Moderate,240.0
2015-03-20,Modified Training,8:00am,[X-training],120.0,3,360.0
2015-03-20,Full Training,12:00pm,[],120.0,6 Hard,720.0
2015-03-19,Full Training,12:30pm,[],90.0,6 Hard,540.0
2015-03-19,Full Training,5:00pm,[],60.0,5,300.0
2015-03-18,Other training,8:00am,[X-training],480.0,2 Light,960.0
2015-03-17,Modified Training,7:30am,[X-training],30.0,4 Moderate,120.0
2015-03-17,Other training,5:00pm,[X-training],25.0,8 Very Hard,200.0
2015-03-15,Full Training,9:00am,[],75.0,5,375.0
2015-03-15,Full Training,5:30am,[],120.0,3,360.0
2015-03-15,Full Training,7:00am,[],120.0,8 Very Hard,960.0
2015-03-14,Full Training,6.00am,[],70.0,6 Hard,420.0
2015-03-14,Full Training,9:00am,[],120.0,5,600.0
2015-03-14,Full Training,7:00am,[],120.0,7,840.0
2015-03-13,Other training,10:00am,[X-training],30.0,2 Light,60.0
2015-03-12,Full Training,9:00am,[],150.0,5,750.0
2015-03-12,Full Training,9:00am,[],120.0,7,840.0
2015-03-12,Full Training,9:00am,[],120.0,5,600.0
2015-03-11,Full Training,7:30am,[],120.0,6 Hard,720.0
2015-03-11,Full Training,7:30am,[],120.0,6 Hard,720.0
2015-03-11,Full Training,8:00am,[],120.0,6 Hard,720.0
2015-03-11,Full Training,7:00am,[],120.0,8 Very Hard,960.0
2015-03-11,Full Training,2:00pm,[],90.0,7,630.0
2015-03-11,Full Training,2:00pm,[],120.0,7,840.0
2015-03-11,Full Training,2:00pm,[],90.0,4 Moderate,360.0
2015-03-10,Modified Training,7:00am,[],60.0,6 Hard,360.0
2015-03-10,Full Training,6:30pm,[],75.0,3,225.0
2015-03-10,Full Training,1:00pm,[],90.0,3,270.0
2015-03-10,Full Training,1:00pm,[],90.0,6 Hard,540.0
2015-03-10,Full Training,1:00pm,[],90.0,5,450.0
2015-03-10,Full Training,5:00pm,[X-training],150.0,3,450.0
2015-03-10,Full Training,5:00pm,[X-training],120.0,6 Hard,720.0
